countrycode,country,year,gdppc,log_gdppc
GBR,United Kingdom,1861,5024,8.52198170814804
GBR,United Kingdom,1862,4764,8.46884293047519
GBR,United Kingdom,1863,5165,8.54966038155374
GBR,United Kingdom,1864,5255,8.56693528331105
GBR,United Kingdom,1865,5333,8.5816692106006
GBR,United Kingdom,1866,5451,8.60355435706428
GBR,United Kingdom,1867,5424,8.59858882962023
GBR,United Kingdom,1868,5636,8.63692987301857
GBR,United Kingdom,1869,5635,8.63675242647388
GBR,United Kingdom,1870,5829,8.67060073804555
GBR,United Kingdom,1871,5797,8.66509582133973
GBR,United Kingdom,1872,5769,8.66025403425689
GBR,United Kingdom,1873,5842,8.67282848294769
GBR,United Kingdom,1874,5874,8.67829111175857
GBR,United Kingdom,1875,5950,8.69114649853968
GBR,United Kingdom,1876,5938,8.68912765532371
GBR,United Kingdom,1877,5923,8.68659835627697
GBR,United Kingdom,1878,5879,8.67914195840226
GBR,United Kingdom,1879,5786,8.66319648553608
GBR,United Kingdom,1880,5997,8.69901462316851
GBR,United Kingdom,1881,6146,8.72355674269043
GBR,United Kingdom,1882,6269,8.74337213127397
GBR,United Kingdom,1883,6264,8.74257423767064
GBR,United Kingdom,1884,6220,8.73552518573323
GBR,United Kingdom,1885,6132,8.7212762399917
GBR,United Kingdom,1886,6170,8.72745411689943
GBR,United Kingdom,1887,6358,8.75746914147075
GBR,United Kingdom,1888,6585,8.79254961417738
GBR,United Kingdom,1889,6876,8.83579236650274
GBR,United Kingdom,1890,6845,8.83127373772255
GBR,United Kingdom,1891,6781,8.82187986268384
GBR,United Kingdom,1892,6553,8.7876782390395
GBR,United Kingdom,1893,6486,8.77740128686726
GBR,United Kingdom,1894,6851,8.8321499060029
GBR,United Kingdom,1895,6996,8.85309383613849
GBR,United Kingdom,1896,7211,8.88336291691676
GBR,United Kingdom,1897,7229,8.8858559930003
GBR,United Kingdom,1898,7500,8.9226582995244
GBR,United Kingdom,1899,7729,8.95273476710687
GBR,United Kingdom,1900,7594,8.93511374079175
GBR,United Kingdom,1901,7516,8.92478936053336
GBR,United Kingdom,1902,7635,8.94049821765273
GBR,United Kingdom,1903,7482,8.92025541490809
GBR,United Kingdom,1904,7455,8.91664022719884
GBR,United Kingdom,1905,7603,8.93629818522844
GBR,United Kingdom,1906,7782,8.9595686535445
GBR,United Kingdom,1907,7855,8.96890555068972
GBR,United Kingdom,1908,7461,8.91744473247151
GBR,United Kingdom,1909,7557,8.93022956502072
GBR,United Kingdom,1910,7718,8.95131054209756
GBR,United Kingdom,1911,7874,8.97132147150368
GBR,United Kingdom,1912,7954,8.98143022576764
GBR,United Kingdom,1913,8212,9.01335177813883
GBR,United Kingdom,1914,8131,9.00343919620784
GBR,United Kingdom,1915,8639,9.06404211435888
GBR,United Kingdom,1916,8702,9.07130816328063
GBR,United Kingdom,1917,8665,9.06704720214971
GBR,United Kingdom,1918,8630,9.06299978407747
GBR,United Kingdom,1919,7605,8.93656120469339
GBR,United Kingdom,1920,7017,8.85609105525229
GBR,United Kingdom,1921,6792,8.82350072799118
GBR,United Kingdom,1922,7391,8.90801832278489
GBR,United Kingdom,1923,7587,8.93419153533808
GBR,United Kingdom,1924,7844,8.96750418731624
GBR,United Kingdom,1925,8199,9.01176747459618
GBR,United Kingdom,1926,7868,8.97055917950895
GBR,United Kingdom,1927,8472,9.04452188728124
GBR,United Kingdom,1928,8539,9.05239918390761
GBR,United Kingdom,1929,8772,9.07932010953778
GBR,United Kingdom,1930,8673,9.06797003068446
GBR,United Kingdom,1931,8190,9.01066917684712
GBR,United Kingdom,1932,8206,9.01262087300213
GBR,United Kingdom,1933,8411,9.03729565196244
GBR,United Kingdom,1934,8939,9.09817900508785
GBR,United Kingdom,1935,9244,9.13172997139427
GBR,United Kingdom,1936,9620,9.17159954365975
GBR,United Kingdom,1937,9911,9.20140053040671
GBR,United Kingdom,1938,9988,9.20913965139966
GBR,United Kingdom,1939,9982,9.20853875002955
GBR,United Kingdom,1940,10928,9.29908358181057
GBR,United Kingdom,1941,11926,9.38647616968305
GBR,United Kingdom,1942,12176,9.40722208010147
GBR,United Kingdom,1943,12344,9.420925394043
GBR,United Kingdom,1944,11803,9.37610901542907
GBR,United Kingdom,1945,11247,9.32785670540402
GBR,United Kingdom,1946,10751,9.28275405248523
GBR,United Kingdom,1947,10527,9.26169866425133
GBR,United Kingdom,1948,10753,9.28294006439053
GBR,United Kingdom,1949,11088,9.31361872142968
GBR,United Kingdom,1950,11061,9.31118068690225
GBR,United Kingdom,1951,11354,9.33732538373067
GBR,United Kingdom,1952,11303,9.33282345619073
GBR,United Kingdom,1953,11709,9.36811305584872
GBR,United Kingdom,1954,12145,9.40467284143627
GBR,United Kingdom,1955,12541,9.43675855582405
GBR,United Kingdom,1956,12639,9.44454255064713
GBR,United Kingdom,1957,12779,9.4555584776087
GBR,United Kingdom,1958,12698,9.4491997797304
GBR,United Kingdom,1959,13134,9.48295956675092
GBR,United Kingdom,1960,13780,9.53097354456765
GBR,United Kingdom,1961,14118,9.55520585795542
GBR,United Kingdom,1962,14131,9.55612624458275
GBR,United Kingdom,1963,14583,9.58761174571357
GBR,United Kingdom,1964,15251,9.63240035365618
GBR,United Kingdom,1965,15545,9.65149432249285
GBR,United Kingdom,1966,15757,9.66503998996205
GBR,United Kingdom,1967,16018,9.68146836888363
GBR,United Kingdom,1968,16593,9.71673619866279
GBR,United Kingdom,1969,16820,9.73032393352694
GBR,United Kingdom,1970,17162,9.75045291636707
GBR,United Kingdom,1971,17440,9.76652169746297
GBR,United Kingdom,1972,18002,9.79823814181703
GBR,United Kingdom,1973,19168,9.86099750091518
GBR,United Kingdom,1974,18903,9.84707591861017
GBR,United Kingdom,1975,18884,9.84607028166618
GBR,United Kingdom,1976,19311,9.86843016072073
GBR,United Kingdom,1977,19740,9.89040231298747
GBR,United Kingdom,1978,20448,9.92564035717726
GBR,United Kingdom,1979,20988,9.9517061248066
GBR,United Kingdom,1980,20612,9.93362870944812
GBR,United Kingdom,1981,20319,9.91931168788301
GBR,United Kingdom,1982,20650,9.93547059838918
GBR,United Kingdom,1983,21366,9.96955615250583
GBR,United Kingdom,1984,21869,9.99282538788832
GBR,United Kingdom,1985,22579,10.0247755497433
GBR,United Kingdom,1986,23498,10.0646705901275
GBR,United Kingdom,1987,24536,10.1078967057941
GBR,United Kingdom,1988,25679,10.1534288162357
GBR,United Kingdom,1989,26164,10.1721396990811
GBR,United Kingdom,1990,26189,10.1730947542604
GBR,United Kingdom,1991,25792.0128,10.1578201415842
GBR,United Kingdom,1992,25790.1847,10.1577492605403
GBR,United Kingdom,1993,26349.342,10.1791985821207
GBR,United Kingdom,1994,27277.5428,10.2138190345868
GBR,United Kingdom,1995,27861.2158,10.2349908860083
GBR,United Kingdom,1996,28472.2482,10.2566851444884
GBR,United Kingdom,1997,29259.7638,10.2839686020877
GBR,United Kingdom,1998,30077.3845,10.3115288228205
GBR,United Kingdom,1999,30932.5362,10.3395638603776
GBR,United Kingdom,2000,31946.0363,10.3718033926418
GBR,United Kingdom,2001,32660.4414,10.3939198814362
GBR,United Kingdom,2002,33271.3025,10.41245051763
GBR,United Kingdom,2003,34232.4267,10.4409286229641
GBR,United Kingdom,2004,34865.7827,10.459261188851
GBR,United Kingdom,2005,35623.6256,10.4807643371776
GBR,United Kingdom,2006,36214.0688,10.4972029631965
GBR,United Kingdom,2007,36816.6771,10.5137062035663
GBR,United Kingdom,2008,36264.7906,10.4986025936184
GBR,United Kingdom,2009,34402.358,10.4458803875239
GBR,United Kingdom,2010,34754.4723,10.4560635419925
GBR,United Kingdom,2011,34971,10.4622744255879
GBR,United Kingdom,2012,35185,10.4683751344007
GBR,United Kingdom,2013,35618,10.480606407036
GBR,United Kingdom,2014,36436,10.5033125758647
GBR,United Kingdom,2015,36941,10.5170773243127
GBR,United Kingdom,2016,37334,10.5276597185925
GBR,United Kingdom,2017,37782.8283,10.5396100006145
GBR,United Kingdom,2018,38058.0856,10.546868840058
IND,India,1821,937,6.84268328223842
IND,India,1822,937.8,6.84353670665549
IND,India,1823,938.6,6.84438940336032
IND,India,1824,939.4,6.8452413735929
IND,India,1825,940.2,6.84609261859003
IND,India,1826,941,6.84694313958538
IND,India,1827,941.8,6.84779293780945
IND,India,1828,942.6,6.84864201448963
IND,India,1829,943.4,6.84949037085016
IND,India,1830,944.2,6.85033800811219
IND,India,1831,945,6.85118492749374
IND,India,1832,944.9,6.85107910178858
IND,India,1833,944.8,6.85097326488315
IND,India,1834,944.7,6.85086741677509
IND,India,1835,944.6,6.85076155746202
IND,India,1836,944.5,6.85065568694157
IND,India,1837,944.4,6.85054980521136
IND,India,1838,944.3,6.85044391226902
IND,India,1839,944.2,6.85033800811219
IND,India,1840,944.1,6.85023209273847
IND,India,1841,944,6.8501261661455
IND,India,1842,944.333333333333,6.85047921116241
IND,India,1843,944.666666666667,6.85083213158252
IND,India,1844,945,6.85118492749374
IND,India,1845,945.333333333333,6.85153759898391
IND,India,1846,945.666666666667,6.85189014614074
IND,India,1847,946,6.85224256905188
IND,India,1848,946.333333333333,6.85259486780486
IND,India,1849,946.666666666667,6.85294704248714
IND,India,1850,947,6.85329909318608
IND,India,1851,947,6.85329909318608
IND,India,1852,941.9,6.84789911182877
IND,India,1853,936.8,6.84246981228351
IND,India,1854,931.7,6.83701087445638
IND,India,1855,926.6,6.83152197298255
IND,India,1856,921.5,6.82600277710988
IND,India,1857,916.4,6.82045295057934
IND,India,1858,911.3,6.81487215150208
IND,India,1859,906.2,6.80926003223304
IND,India,1860,901.1,6.80361623924099
IND,India,1861,896,6.79794041297493
IND,India,1862,890.888888888889,6.79221971586623
IND,India,1863,885.777777777778,6.78646610399647
IND,India,1864,880.666666666667,6.78067919641416
IND,India,1865,875.555555555556,6.77485860551571
IND,India,1866,870.444444444445,6.76900393688956
IND,India,1867,865.333333333333,6.76311478915587
IND,India,1868,860.222222222222,6.75719075380137
IND,India,1869,855.111111111111,6.75123141500932
IND,India,1870,850,6.74523634948436
IND,India,1871,852,6.74758652682932
IND,India,1872,854,6.74993119378857
IND,India,1873,856,6.75227037614174
IND,India,1874,858,6.75460409948796
IND,India,1875,860,6.75693238924755
IND,India,1876,862,6.75925527066369
IND,India,1877,864,6.76157276880406
IND,India,1878,866,6.76388490856244
IND,India,1879,868,6.76619171466035
IND,India,1880,870,6.76849321164863
IND,India,1881,872,6.77078942390898
IND,India,1882,874,6.77308037565554
IND,India,1883,876,6.77536609093639
IND,India,1884,878,6.77764659363512
IND,India,1885,904,6.80682936039218
IND,India,1886,874,6.77308037565554
IND,India,1887,912,6.81563999007433
IND,India,1888,918,6.82219739062049
IND,India,1889,891,6.79234442747081
IND,India,1890,931,6.83625927727707
IND,India,1891,843,6.73696695800186
IND,India,1892,910,6.8134445995109
IND,India,1893,931,6.83625927727707
IND,India,1894,944,6.8501261661455
IND,India,1895,920,6.82437367004309
IND,India,1896,850,6.74523634948436
IND,India,1897,1004,6.91174730025167
IND,India,1898,1004,6.91174730025167
IND,India,1899,925,6.82979373751243
IND,India,1900,955,6.86171134048073
IND,India,1901,969,6.87626461189077
IND,India,1902,1044,6.95081476844258
IND,India,1903,1052,6.95844839329766
IND,India,1904,1050,6.95654544315157
IND,India,1905,1025,6.93244789157251
IND,India,1906,1047,6.95368421087054
IND,India,1907,979,6.88653164253051
IND,India,1908,987,6.89467003943348
IND,India,1909,1116,7.01750614294126
IND,India,1910,1111,7.01301578963963
IND,India,1911,1101,7.00397413672268
IND,India,1912,1098,7.00124562206948
IND,India,1913,1073,6.9782137426307
IND,India,1914,1130,7.02997291170639
IND,India,1915,1101,7.00397413672268
IND,India,1916,1132,7.03174125876313
IND,India,1917,1111,7.01301578963963
IND,India,1918,968,6.87523208727658
IND,India,1919,1100,7.00306545878646
IND,India,1920,1012,6.91968384984741
IND,India,1921,1082,6.98656645940643
IND,India,1922,1117,7.0184017990692
IND,India,1923,1070,6.97541392745595
IND,India,1924,1111,7.01301578963963
IND,India,1925,1113,7.01481435127555
IND,India,1926,1137,7.03614849375054
IND,India,1927,1125,7.02553831463852
IND,India,1928,1125,7.02553831463852
IND,India,1929,1160,7.05617528410041
IND,India,1930,1157,7.05358572719368
IND,India,1931,1133,7.03262426102801
IND,India,1932,1130,7.02997291170639
IND,India,1933,1116,7.01750614294126
IND,India,1934,1111,7.01301578963963
IND,India,1935,1084,6.98841318199959
IND,India,1936,1111,7.01301578963963
IND,India,1937,1078,6.98286275146894
IND,India,1938,1065,6.97073007814353
IND,India,1939,1074,6.97914527506881
IND,India,1940,1093,6.99668148817654
IND,India,1941,1101,7.00397413672268
IND,India,1942,1082,6.98656645940643
IND,India,1943,1113,7.01481435127555
IND,India,1944,1089,6.99301512293296
IND,India,1945,1058,6.96413561241825
IND,India,1946,991,6.89871453432999
IND,India,1947,985,6.89264164117209
IND,India,1948,983,6.89060912014717
IND,India,1949,995,6.90274273715859
IND,India,1950,987,6.89467003943348
IND,India,1951,993,6.90073066404517
IND,India,1952,1003,6.91075078796194
IND,India,1953,1047,6.95368421087054
IND,India,1954,1071,6.97634807044775
IND,India,1955,1078,6.98286275146894
IND,India,1956,1117,7.0184017990692
IND,India,1957,1084,6.98841318199959
IND,India,1958,1141,7.03966034986208
IND,India,1959,1143,7.04141166379481
IND,India,1960,1200,7.09007683577609
IND,India,1961,1208,7.09672137849476
IND,India,1962,1208,7.09672137849476
IND,India,1963,1242,7.12447826249342
IND,India,1964,1309,7.1770187659099
IND,India,1965,1229,7.11395610956603
IND,India,1966,1215,7.10249935577465
IND,India,1967,1286,7.15929190479756
IND,India,1968,1290,7.16239749735572
IND,India,1969,1347,7.20563517641036
IND,India,1970,1384,7.23273313617762
IND,India,1971,1364,7.21817683840341
IND,India,1972,1329,7.19218205871325
IND,India,1973,1360,7.2152399787301
IND,India,1974,1344,7.2034055210831
IND,India,1975,1430,7.26542972325395
IND,India,1976,1417,7.25629723969068
IND,India,1977,1494,7.30921236569276
IND,India,1978,1540,7.33953769540768
IND,India,1979,1427,7.26332961747684
IND,India,1980,1495,7.30988148582479
IND,India,1981,1557,7.350516171834
IND,India,1982,1570,7.35883089834235
IND,India,1983,1663,7.41637847919293
IND,India,1984,1690,7.43248380791712
IND,India,1985,1720,7.4500795698075
IND,India,1986,1755,7.47022413589997
IND,India,1987,1793,7.49164547360513
IND,India,1988,1938,7.56941179245071
IND,India,1989,2024,7.61283103040736
IND,India,1990,2087,7.6434829070772
IND,India,1991,2062.3102,7.63158208973192
IND,India,1992,2115.2574,7.65693178620294
IND,India,1993,2176.4278,7.68544018791744
IND,India,1994,2254.8989,7.72086041722884
IND,India,1995,2355.9632,7.76470492495509
IND,India,1996,2475.5681,7.81422518401712
IND,India,1997,2514.0217,7.82963902077563
IND,India,1998,2611.7814,7.86778779623556
IND,India,1999,2707.7406,7.90386983919288
IND,India,2000,2753.0855,7.92047756168904
IND,India,2001,2837.8555,7.95080394028559
IND,India,2002,2870.9236,7.96238906883003
IND,India,2003,3035.9225,8.01827061118048
IND,India,2004,3212.511,8.07480815332213
IND,India,2005,3396.6487,8.13054454803516
IND,India,2006,3629.4111,8.196825682693
IND,India,2007,3870.6989,8.26119036403388
IND,India,2008,4030.6544,8.30168402389217
IND,India,2009,4270.7078,8.35953485360994
IND,India,2010,4525.7455,8.41753759394522
IND,India,2011,4768,8.46968220874519
IND,India,2012,4932,8.50349986428424
IND,India,2013,5172,8.55101473989175
IND,India,2014,5458,8.60483770126828
IND,India,2015,5794,8.6645781783293
IND,India,2016,6125,8.72013403541293
IND,India,2017,6449.1134,8.77169794297735
IND,India,2018,6806.4986,8.82563311126677
JPN,Japan,1821,1400,7.24422751560335
JPN,Japan,1822,1401.4308,7.2452489937169
JPN,Japan,1823,1402.8616,7.24626942947756
JPN,Japan,1824,1404.2924,7.24728882501048
JPN,Japan,1825,1405.7232,7.24830718243429
JPN,Japan,1826,1407.154,7.24932450386119
JPN,Japan,1827,1408.5848,7.25034079139692
JPN,Japan,1828,1410.0156,7.2513560471408
JPN,Japan,1829,1411.4464,7.25237027318577
JPN,Japan,1830,1412.8772,7.25338347161842
JPN,Japan,1831,1414.308,7.25439564451898
JPN,Japan,1832,1415.7388,7.25540679396139
JPN,Japan,1833,1417.1696,7.25641692201329
JPN,Japan,1834,1418.6004,7.25742603073608
JPN,Japan,1835,1420.0312,7.25843412218492
JPN,Japan,1836,1421.462,7.25944119840873
JPN,Japan,1837,1422.8928,7.26044726145029
JPN,Japan,1838,1424.3236,7.2614523133462
JPN,Japan,1839,1425.7544,7.26245635612692
JPN,Japan,1840,1427.1852,7.26345939181682
JPN,Japan,1841,1428.616,7.26446142243416
JPN,Japan,1842,1430.0468,7.26546244999116
JPN,Japan,1843,1431.4776,7.26646247649398
JPN,Japan,1844,1432.9084,7.2674615039428
JPN,Japan,1845,1434.3392,7.26845953433177
JPN,Japan,1846,1435.77,7.26945656964913
JPN,Japan,1847,1435.8275,7.26949661704435
JPN,Japan,1848,1435.885,7.26953666283585
JPN,Japan,1849,1435.9425,7.26957670702375
JPN,Japan,1850,1436,7.26961674960817
JPN,Japan,1851,1443.2,7.27461814930836
JPN,Japan,1852,1450.4,7.27959465944064
JPN,Japan,1853,1457.6,7.28454652650569
JPN,Japan,1854,1464.8,7.2894739933603
JPN,Japan,1855,1472,7.29437729928882
JPN,Japan,1856,1479.2,7.29925668007292
JPN,Japan,1857,1486.4,7.30411236805957
JPN,Japan,1858,1493.6,7.30894459222751
JPN,Japan,1859,1500.8,7.31375357825196
JPN,Japan,1860,1508,7.3185395485679
JPN,Japan,1861,1515.2,7.32330272243181
JPN,Japan,1862,1522.4,7.32804331598194
JPN,Japan,1863,1529.6,7.33276154229714
JPN,Japan,1864,1536.8,7.33745761145435
JPN,Japan,1865,1544,7.34213173058472
JPN,Japan,1866,1551.2,7.34678410392844
JPN,Japan,1867,1558.4,7.35141493288827
JPN,Japan,1868,1565.6,7.35602441608187
JPN,Japan,1869,1572.8,7.3606127493929
JPN,Japan,1870,1580,7.36518012602101
JPN,Japan,1871,1586.8725,7.36952037703431
JPN,Japan,1872,1593.745,7.37384187164691
JPN,Japan,1873,1600.6175,7.37814477127315
JPN,Japan,1874,1607.49,7.38242923525261
JPN,Japan,1875,1618.50731818182,7.38925959493891
JPN,Japan,1876,1629.52463636364,7.39604361713457
JPN,Japan,1877,1640.54195454545,7.40278192631703
JPN,Japan,1878,1651.55927272727,7.40947513442433
JPN,Japan,1879,1662.57659090909,7.41612384118859
JPN,Japan,1880,1673.59390909091,7.42272863445845
JPN,Japan,1881,1684.61122727273,7.42929009051104
JPN,Japan,1882,1695.62854545455,7.43580877435361
JPN,Japan,1883,1706.64586363636,7.44228524001559
JPN,Japan,1884,1717.66318181818,7.44872003083107
JPN,Japan,1885,1728.6805,7.4551136797124
JPN,Japan,1886,1831.8822,7.51309924185661
JPN,Japan,1887,1847.5295,7.52160462021856
JPN,Japan,1888,1723.5686,7.45215218789182
JPN,Japan,1889,1754.5338,7.4699584595855
JPN,Japan,1890,1853.5754,7.52487170155837
JPN,Japan,1891,1749.7371,7.46722082706069
JPN,Japan,1892,1841.7019,7.51844536875656
JPN,Japan,1893,1832.4439,7.51340581937678
JPN,Japan,1894,2016.4187,7.60907829611905
JPN,Japan,1895,2021.8254,7.61175604570366
JPN,Japan,1896,1904.4432,7.5519449613731
JPN,Japan,1897,1904.511,7.55198056169615
JPN,Japan,1898,2232.8545,7.71103609073827
JPN,Japan,1899,2104.5572,7.65186036769396
JPN,Japan,1900,2123.2506,7.66070349524574
JPN,Japan,1901,2161.5148,7.67856455118117
JPN,Japan,1902,2012.7671,7.60726572098303
JPN,Japan,1903,2203.8716,7.69797091086251
JPN,Japan,1904,2178.9911,7.68661725049387
JPN,Japan,1905,2111.251,7.65503594177495
JPN,Japan,1906,2328.9773,7.75318452316445
JPN,Japan,1907,2358.2205,7.76566258817578
JPN,Japan,1908,2356.9176,7.7651099426305
JPN,Japan,1909,2333.2012,7.75499650919445
JPN,Japan,1910,2316.9759,7.74801812299719
JPN,Japan,1911,2399.7748,7.78313017860008
JPN,Japan,1912,2419.7095,7.79140277062288
JPN,Japan,1913,2430.625,7.79590370491001
JPN,Japan,1914,2357.8039,7.76548591394098
JPN,Japan,1915,2512.0648,7.82886032343372
JPN,Japan,1916,2829.2871,7.94778005077589
JPN,Japan,1917,2940.6258,7.98637769482472
JPN,Japan,1918,2973.488,7.99749095349028
JPN,Japan,1919,3219.3054,8.07692090098307
JPN,Japan,1920,2973.9623,7.99765045040983
JPN,Japan,1921,3244.3521,8.08467094818633
JPN,Japan,1922,3243.8301,8.08451004025094
JPN,Japan,1923,3243.5498,8.08442362631973
JPN,Japan,1924,3316.3572,8.10662223059854
JPN,Japan,1925,3414.354,8.13574358866429
JPN,Japan,1926,3358.5393,8.11926142629098
JPN,Japan,1927,3346.8922,8.11578749274522
JPN,Japan,1928,3554.1157,8.17586156305245
JPN,Japan,1929,3665.0867,8.20660727024831
JPN,Japan,1930,3334.1082,8.11196051629344
JPN,Japan,1931,3320.8107,8.10796421884879
JPN,Japan,1932,3529.2879,8.16885140153218
JPN,Japan,1933,3786.8017,8.23927706318249
JPN,Japan,1934,3755.6878,8.23102671653268
JPN,Japan,1935,3825.303,8.24939295880951
JPN,Japan,1936,3985.5456,8.29042949527787
JPN,Japan,1937,4074.9223,8.31260695800851
JPN,Japan,1938,4256.8411,8.35628263837556
JPN,Japan,1939,4803.7828,8.4771589698547
JPN,Japan,1940,4882.3985,8.49339187400428
JPN,Japan,1941,4986.24,8.51443739770244
JPN,Japan,1942,4938.54,8.50482501994077
JPN,Japan,1943,4825.65,8.48170071972574
JPN,Japan,1944,4816.11,8.47972182725938
JPN,Japan,1945,3677.67,8.21003467846358
JPN,Japan,1946,2771.37,7.92709706175216
JPN,Japan,1947,2710.95,7.90505440594976
JPN,Japan,1948,2857.23,7.9576079030157
JPN,Japan,1949,2866.77,7.96094123943546
JPN,Japan,1950,3062,8.02682357621763
JPN,Japan,1951,3389,8.12829017160705
JPN,Japan,1952,3724,8.22255363839696
JPN,Japan,1953,3944,8.27995071572253
JPN,Japan,1954,4116,8.32263709695394
JPN,Japan,1955,4417,8.39321601159653
JPN,Japan,1956,4699,8.45510499910282
JPN,Japan,1957,4999,8.51699317141357
JPN,Japan,1958,5243,8.56464913257253
JPN,Japan,1959,5665,8.64206217346211
JPN,Japan,1960,6354,8.75683981482946
JPN,Japan,1961,7055,8.86149186428692
JPN,Japan,1962,7614,8.93774393694244
JPN,Japan,1963,8176,9.00895831244349
JPN,Japan,1964,9035,9.10886120302633
JPN,Japan,1965,9459,9.15472194821317
JPN,Japan,1966,10370,9.24667230122357
JPN,Japan,1967,11400,9.34136863438259
JPN,Japan,1968,12725,9.45132384141872
JPN,Japan,1969,14145,9.55711648373567
JPN,Japan,1970,15484,9.64756251169754
JPN,Japan,1971,16004,9.68059396997713
JPN,Japan,1972,17110,9.74741836688624
JPN,Japan,1973,18226,9.81060442505607
JPN,Japan,1974,17765,9.78498550845513
JPN,Japan,1975,18082,9.80267224729731
JPN,Japan,1976,18600,9.83091685970129
JPN,Japan,1977,19230,9.86422683858283
JPN,Japan,1978,20060,9.90648306151593
JPN,Japan,1979,20982,9.95142020629143
JPN,Japan,1980,21404,9.9713330994312
JPN,Japan,1981,21924,9.99533720616601
JPN,Japan,1982,22440,10.0186003596366
JPN,Japan,1983,22805,10.0347350891458
JPN,Japan,1984,23548,10.0667961701482
JPN,Japan,1985,24437,10.1038536561604
JPN,Japan,1986,24992,10.1263110526394
JPN,Japan,1987,25904,10.1621526759174
JPN,Japan,1988,27393,10.2180427852845
JPN,Japan,1989,28601,10.2611969612317
JPN,Japan,1990,29949,10.3072512140045
JPN,Japan,1991,30837.4307,10.3364845135712
JPN,Japan,1992,30977.8145,10.3410265659692
JPN,Japan,1993,30920.6593,10.3391798252425
JPN,Japan,1994,31135.4272,10.3461015881053
JPN,Japan,1995,31887.2776,10.369962387906
JPN,Japan,1996,32784.1582,10.3977006959917
JPN,Japan,1997,33038.293,10.4054225616513
JPN,Japan,1998,32558.1866,10.3907841244623
JPN,Japan,1999,32394.5155,10.3857444127605
JPN,Japan,2000,33210.8078,10.4106306380738
JPN,Japan,2001,33246.3921,10.4117015319259
JPN,Japan,2002,33195.4005,10.4101666061505
JPN,Japan,2003,33619.9481,10.4228748632374
JPN,Japan,2004,34313.5569,10.4432957999633
JPN,Japan,2005,34857.7558,10.4590309394917
JPN,Japan,2006,35333.1131,10.4725758513878
JPN,Japan,2007,35892.7128,10.4882895677995
JPN,Japan,2008,35496.2275,10.4771817022111
JPN,Japan,2009,33590.0109,10.4219840071076
JPN,Japan,2010,35011.4025,10.4634290731292
JPN,Japan,2011,34979,10.4625031603995
JPN,Japan,2012,35580,10.4795389612198
JPN,Japan,2013,36354,10.501059518173
JPN,Japan,2014,36537,10.5060807247552
JPN,Japan,2015,37031,10.519510678674
JPN,Japan,2016,37465,10.5311624427984
JPN,Japan,2017,38414.8618,10.5561996897422
JPN,Japan,2018,38673.8081,10.5629178566083
NGA,Nigeria,1950,1200,7.09007683577609
NGA,Nigeria,1951,1262,7.14045304310116
NGA,Nigeria,1952,1323,7.18765716411496
NGA,Nigeria,1953,1325,7.18916773842032
NGA,Nigeria,1954,1382,7.23128700432762
NGA,Nigeria,1955,1379,7.2291138777933
NGA,Nigeria,1956,1309,7.1770187659099
NGA,Nigeria,1957,1323,7.18765716411496
NGA,Nigeria,1958,1270,7.14677217945264
NGA,Nigeria,1959,1288,7.1608459066643
NGA,Nigeria,1960,1307,7.17548971362422
NGA,Nigeria,1961,1313,7.1800698743028
NGA,Nigeria,1962,1349,7.20711885620776
NGA,Nigeria,1963,1433,7.26752542782817
NGA,Nigeria,1964,1451,7.28000825288419
NGA,Nigeria,1965,1505,7.31654817718298
NGA,Nigeria,1966,1414,7.25417784645652
NGA,Nigeria,1967,1160,7.05617528410041
NGA,Nigeria,1968,1114,7.01571242048723
NGA,Nigeria,1969,1372,7.22402480828583
NGA,Nigeria,1970,1744,7.46393660446893
NGA,Nigeria,1971,1894,7.54644627374602
NGA,Nigeria,1972,1908,7.55381085200823
NGA,Nigeria,1973,2012,7.60688453121963
NGA,Nigeria,1974,2179,7.68662133494462
NGA,Nigeria,1975,2051,7.62608275807238
NGA,Nigeria,1976,2208,7.69984240739699
NGA,Nigeria,1977,2220,7.70526247486633
NGA,Nigeria,1978,2028,7.61480536471107
NGA,Nigeria,1979,2104,7.6515955738576
NGA,Nigeria,1980,2080,7.64012317269536
NGA,Nigeria,1981,1855,7.52563997504154
NGA,Nigeria,1982,1784,7.48661331313996
NGA,Nigeria,1983,1631,7.39694860262101
NGA,Nigeria,1984,1527,7.33106030521863
NGA,Nigeria,1985,1621,7.39079852173568
NGA,Nigeria,1986,1610,7.38398945797851
NGA,Nigeria,1987,1556,7.34987370473834
NGA,Nigeria,1988,1667,7.41878088275079
NGA,Nigeria,1989,1729,7.45529848568329
NGA,Nigeria,1990,1773,7.48042830607421
NGA,Nigeria,1991,1759.0035,7.47250273450249
NGA,Nigeria,1992,1793.9401,7.49216965298662
NGA,Nigeria,1993,1817.7495,7.5053544764648
NGA,Nigeria,1994,1820.3046,7.50675912870464
NGA,Nigeria,1995,1851.0375,7.52350157168757
NGA,Nigeria,1996,1924.0884,7.56220757611612
NGA,Nigeria,1997,1977.2856,7.5894802740421
NGA,Nigeria,1998,2025.8649,7.61375199946576
NGA,Nigeria,1999,2034.8275,7.61816632769904
NGA,Nigeria,2000,2144.8254,7.67081342944767
NGA,Nigeria,2001,2282.823,7.73316811395786
NGA,Nigeria,2002,2609.1294,7.86677188145376
NGA,Nigeria,2003,2848.2813,7.95447103872174
