Country,Year-Month,Monthly_Std_Dev
France,2018-12,15.77116114595329
France,2019-01,14.146049697990799
France,2019-02,9.795723845619639
France,2019-03,11.591175485422161
France,2019-04,10.72981680019358
France,2019-05,9.901679363917061
France,2019-06,11.214998786821246
France,2019-07,8.99766483531967
France,2019-08,9.67423990026439
France,2019-09,10.357388331988528
France,2019-10,11.73636760721941
France,2019-11,12.497683939344265
France,2019-12,15.367629113797175
France,2020-01,9.31087683508747
France,2020-02,9.721527964162432
France,2020-03,10.796461874747001
France,2020-04,8.88897437795851
France,2020-05,8.926951565497529
France,2020-06,9.385438549865224
France,2020-07,10.312269342277878
France,2020-08,10.019733390632293
France,2020-09,16.113380949297277
France,2020-10,12.044637889468234
France,2020-11,13.121086898396163
France,2020-12,18.657191935469424
France,2021-01,15.690059153932122
France,2021-02,16.28520787087999
France,2021-03,15.700814060841367
France,2021-04,20.49249867097853
France,2021-05,25.754748208379553
France,2021-06,19.85486530061846
France,2021-07,23.667070574000025
France,2021-08,31.854395942635044
France,2021-09,32.20622861877751
France,2021-10,63.850461414552626
France,2021-11,61.45901550400504
France,2021-12,102.69901388803402
France,2022-01,66.04152473836676
France,2022-02,48.499941401836864
France,2022-03,87.55321825833113
France,2022-04,153.20621743022292
France,2022-05,38.34064743706595
France,2022-06,83.73754500365328
France,2022-07,124.60422822539599
France,2022-08,150.9375955227238
France,2022-09,118.79722922098134
France,2022-10,84.49013654254402
France,2022-11,87.51417292011355
France,2022-12,161.3518915388417
France,2023-01,57.66947993700213
France,2023-02,26.59656651186384
France,2023-03,42.64836572373827
France,2023-04,32.38613438771775
France,2023-05,32.44274582588474
France,2023-06,32.72914392116768
France,2023-07,38.20960467823265
France,2023-08,35.46646307000392
France,2023-09,34.95928414282179
France,2023-10,44.4392522858039
France,2023-11,42.62124277312897
France,2023-12,44.686680642150144
France,2024-01,27.55588738507835
France,2024-02,18.218047879151047
France,2024-03,25.529556448574695
France,2024-04,34.18324161994843
France,2024-05,25.85122563829878
France,2024-06,35.659444847382574
France,2024-07,35.60602176751934
France,2024-08,38.864963527574226
France,2024-09,37.73731203837627
France,2024-10,35.10604220774326
France,2024-11,31.455652586798653
France,2024-12,47.950139085665555
France,2025-01,52.55210598192245
France,2025-02,33.84319995097573
France,2025-03,41.402391109549804
France,2025-04,37.489365998032554
France,2025-05,27.20966614613467
France,2025-06,43.54337269659202
France,2025-07,36.00343162127206
France,2025-08,38.61464902978275
France,2025-09,17.104388535138806
France,2025-10,38.538666127798216
France,2025-11,27.09520900562923
Germany,2015-01,12.782565535962448
Germany,2015-02,12.582659746802424
Germany,2015-03,13.006351249848962
Germany,2015-04,13.159750510378323
Germany,2015-05,9.97032242148541
Germany,2015-06,8.546970430883643
Germany,2015-07,12.506934352368514
Germany,2015-08,9.09246419348895
Germany,2015-09,11.46855587543726
Germany,2015-10,11.351972080482982
Germany,2015-11,13.920269342316107
Germany,2015-12,13.190402694158193
Germany,2016-01,13.306208080389851
Germany,2016-02,9.466045436378844
Germany,2016-03,8.120533379689823
Germany,2016-04,5.855370095488933
Germany,2016-05,13.553637816015629
Germany,2016-06,6.899245681099179
Germany,2016-07,7.240736094104467
Germany,2016-08,7.255018590473433
Germany,2016-09,7.896312891077613
Germany,2016-10,9.65911154257696
Germany,2016-11,13.875666343676286
Germany,2016-12,21.06265438370839
Germany,2017-01,25.794678480887303
Germany,2017-02,16.050612458277758
Germany,2017-03,9.69186016940432
Germany,2017-04,13.797282104034618
Germany,2017-05,13.594089602779412
Germany,2017-06,9.610914541612894
Germany,2017-07,9.912024764293399
Germany,2017-08,9.722287061140197
Germany,2017-09,10.496967738411126
Germany,2017-10,23.319214394305455
Germany,2017-11,20.110381375156514
Germany,2017-12,21.728757579380012
Germany,2018-01,18.796007373974568
Germany,2018-02,12.07789226016961
Germany,2018-03,16.057597687493395
Germany,2018-04,5.819487619574516
Germany,2018-05,7.485206549731492
Germany,2018-06,5.678027081564657
Germany,2018-07,4.609149130933999
Germany,2018-08,5.452744680393475
Germany,2018-09,7.818229705629515
Germany,2018-10,18.604579537871924
Germany,2018-11,14.800681329459751
Germany,2018-12,19.767353130804718
Germany,2019-01,21.375547451094487
Germany,2019-02,11.91306597743502
Germany,2019-03,14.555380563069916
Germany,2019-04,11.486413931013947
Germany,2019-05,10.182375606801244
Germany,2019-06,16.773294251877765
Germany,2019-07,9.228002305617549
Germany,2019-08,13.171258054837576
Germany,2019-09,12.104914744956002
Germany,2019-10,12.430851615730969
Germany,2019-11,10.878770045356108
Germany,2019-12,15.941000001665216
Germany,2020-01,11.358859051567887
Germany,2020-02,16.219227822103328
Germany,2020-03,13.763285494941584
Germany,2020-04,14.544344977676479
Germany,2020-05,12.485702596079815
Germany,2020-06,11.036948103098869
Germany,2020-07,14.277821437908784
Germany,2020-08,11.411622083348645
Germany,2020-09,16.086673749470332
Germany,2020-10,14.215290433559575
Germany,2020-11,14.869253965488213
Germany,2020-12,21.01724846861088
Germany,2021-01,16.814129287972186
Germany,2021-02,15.693841764121819
Germany,2021-03,20.13405977390112
Germany,2021-04,20.605145261935274
Germany,2021-05,27.523589421344788
Germany,2021-06,21.824584078704206
Germany,2021-07,22.914170258522507
Germany,2021-08,26.187751870490164
Germany,2021-09,33.681045147458214
Germany,2021-10,72.48091950055955
Germany,2021-11,71.01790618226764
Germany,2021-12,112.1123037365881
Germany,2022-01,72.74609689262304
Germany,2022-02,62.30852927881539
Germany,2022-03,114.20992359115749
Germany,2022-04,71.00060720219699
Germany,2022-05,66.2756265200961
Germany,2022-06,81.74757773948053
Germany,2022-07,118.66438299178847
Germany,2022-08,148.81986388972385
Germany,2022-09,132.61235455213412
Germany,2022-10,76.46553372167484
Germany,2022-11,94.0489139612346
Germany,2022-12,155.68685162396122
Germany,2023-01,59.45067135930422
Germany,2023-02,36.94731488712721
Germany,2023-03,38.41261703191717
Germany,2023-04,33.69266830529335
Germany,2023-05,36.18465357231179
Germany,2023-06,37.1680762392914
Germany,2023-07,47.6978305312234
Germany,2023-08,40.19649760475357
Germany,2023-09,42.90086252396997
Germany,2023-10,47.05347711315751
Germany,2023-11,41.80504327878616
Germany,2023-12,48.35235560602859
Germany,2024-01,28.981465599278703
Germany,2024-02,20.79783055692281
Germany,2024-03,25.92239564953888
Germany,2024-04,40.544580916753276
Germany,2024-05,42.487379735778234
Germany,2024-06,46.00994706989057
Germany,2024-07,44.93273533567
Germany,2024-08,48.631346880477814
Germany,2024-09,48.38578951931722
Germany,2024-10,39.668538853690045
Germany,2024-11,62.81946003018342
Germany,2024-12,83.07644768162264
Germany,2025-01,54.79688915723595
Germany,2025-02,36.98686993684755
Germany,2025-03,47.56156903606318
Germany,2025-04,48.88245846754644
Germany,2025-05,53.30949645842373
Germany,2025-06,53.59067999897979
Germany,2025-07,37.031546605991906
Germany,2025-08,45.007195156984935
Germany,2025-09,56.66409334824787
Germany,2025-10,54.13023216410051
Germany,2025-11,29.424295493419557
Greece,2015-01,13.274704672746937
Greece,2015-02,18.070158302637644
Greece,2015-03,15.385840816032198
Greece,2015-04,10.806575864682546
Greece,2015-05,10.865047267476015
Greece,2015-06,6.609404462779657
Greece,2015-07,4.8734645391572
Greece,2015-08,5.14964751532768
Greece,2015-09,6.919023434226807
Greece,2015-10,7.767531387682342
Greece,2015-11,6.802725520071304
Greece,2015-12,7.473083023516663
Greece,2016-01,7.143838062483292
Greece,2016-02,5.396153956219742
Greece,2016-03,7.059773483377562
Greece,2016-04,5.169110230014764
Greece,2016-05,6.4665410497576215
Greece,2016-06,3.935917654326768
Greece,2016-07,4.110814312557458
Greece,2016-08,6.75096912261935
Greece,2016-09,3.865791172286716
Greece,2016-10,5.822986766153354
Greece,2016-11,7.811360725387603
Greece,2016-12,19.637386071532507
Greece,2017-01,31.853918754718972
Greece,2017-02,17.390679307840575
Greece,2017-03,5.8784864175535185
Greece,2017-04,6.835605308256596
Greece,2017-05,7.501712193836705
Greece,2017-06,3.8716017056799457
Greece,2017-07,5.120143286519451
Greece,2017-08,3.745361766660989
Greece,2017-09,3.616259367347723
Greece,2017-10,9.44851046044442
Greece,2017-11,27.41011526634623
Greece,2017-12,9.963870163372347
Greece,2018-01,5.018482801639271
Greece,2018-02,5.354103757272175
Greece,2018-03,13.511928450910506
Greece,2018-04,9.968680451425275
Greece,2018-05,6.3245151069875964
Greece,2018-06,4.489275304632011
Greece,2018-07,3.5067929303348944
Greece,2018-08,5.5774634337083615
Greece,2018-09,7.094245698371296
Greece,2018-10,5.887957209091623
Greece,2018-11,7.337860963703217
Greece,2018-12,8.395824365476575
Greece,2019-01,10.293075703661971
Greece,2019-02,8.01370137622787
Greece,2019-03,12.81965155789728
Greece,2019-04,11.506177009432465
Greece,2019-05,12.313738271128056
Greece,2019-06,7.233931519332674
Greece,2019-07,6.532848616693965
Greece,2019-08,7.590470560443252
Greece,2019-09,9.41791562022585
Greece,2019-10,12.739557483406102
Greece,2019-11,11.569955070083546
Greece,2019-12,14.25426985601884
Greece,2020-01,12.007126969852532
Greece,2020-02,11.23846915828611
Greece,2020-03,16.184438277132372
Greece,2020-04,9.789238745448188
Greece,2020-05,12.075754741375098
Greece,2020-06,9.013496245941788
Greece,2020-07,10.855954368961125
Greece,2020-08,13.375632553706584
Greece,2020-09,13.024162480618472
Greece,2020-10,12.959047961712836
Greece,2020-11,17.75009791932676
Greece,2020-12,26.194572066022452
Greece,2021-01,16.862875621819793
Greece,2021-02,16.60928280710424
Greece,2021-03,12.936767168773224
Greece,2021-04,12.960115208826151
Greece,2021-05,15.323916082312113
Greece,2021-06,20.76743151720924
Greece,2021-07,21.510349180318205
Greece,2021-08,30.86301996889514
Greece,2021-09,28.64100779297799
Greece,2021-10,46.70824582580831
Greece,2021-11,50.307492054189844
Greece,2021-12,86.96751538522636
Greece,2022-01,54.00010229660115
Greece,2022-02,37.83342975139963
Greece,2022-03,76.45632485698434
Greece,2022-04,62.928449090182454
Greece,2022-05,34.183080768211234
Greece,2022-06,67.35056374821752
Greece,2022-07,110.80319210363076
Greece,2022-08,150.33785278967002
Greece,2022-09,100.37034732866702
Greece,2022-10,112.96774831354521
Greece,2022-11,80.84229848756017
Greece,2022-12,109.74888951365492
Greece,2023-01,71.59292572964966
Greece,2023-02,36.34796725491931
Greece,2023-03,38.147333400952284
Greece,2023-04,35.343316908538114
Greece,2023-05,33.72819123897466
Greece,2023-06,32.19592070378572
Greece,2023-07,33.111402368518604
Greece,2023-08,50.501958358567066
Greece,2023-09,37.57240901293031
Greece,2023-10,45.58770190976084
Greece,2023-11,46.728109588314545
Greece,2023-12,30.45723176922658
Greece,2024-01,22.405142613529712
Greece,2024-02,20.475362821872
Greece,2024-03,25.836454646209074
Greece,2024-04,32.86280936793443
Greece,2024-05,35.46435022990004
Greece,2024-06,48.34008642925128
Greece,2024-07,110.42769156190501
Greece,2024-08,76.89112723667792
Greece,2024-09,88.97209803913357
Greece,2024-10,51.06830907307481
Greece,2024-11,78.6810553000378
Greece,2024-12,47.711055877513616
Greece,2025-01,45.231270075941694
Greece,2025-02,53.92204696940811
Greece,2025-03,54.135643806276896
Greece,2025-04,52.88600997717295
Greece,2025-05,56.30325172206463
Greece,2025-06,54.13962802142919
Greece,2025-07,50.277537879584315
Greece,2025-08,50.76003561807392
Greece,2025-09,32.29597794225047
Greece,2025-10,65.83605706734782
Greece,2025-11,48.960337424933385
Hungary,2015-01,15.42203271435355
Hungary,2015-02,13.182354279844812
Hungary,2015-03,13.356041054772476
Hungary,2015-04,12.152784068152103
Hungary,2015-05,9.915451374270011
Hungary,2015-06,10.328280216012914
Hungary,2015-07,21.805524299543134
Hungary,2015-08,12.8170655640173
Hungary,2015-09,15.710412177070681
Hungary,2015-10,14.95927409349188
Hungary,2015-11,12.417371533791744
Hungary,2015-12,13.628158807699583
Hungary,2016-01,13.790606403586974
Hungary,2016-02,11.070451546114985
Hungary,2016-03,9.661977289677285
Hungary,2016-04,8.309158542453439
Hungary,2016-05,9.925611175018087
Hungary,2016-06,10.165374379020514
Hungary,2016-07,8.949177736631768
Hungary,2016-08,8.19225289477614
Hungary,2016-09,8.145665655143477
Hungary,2016-10,13.50431169127173
Hungary,2016-11,12.197877237787583
Hungary,2016-12,12.810585399378056
Hungary,2017-01,38.55399357275741
Hungary,2017-02,24.666999508315364
Hungary,2017-03,11.555692962397629
Hungary,2017-04,11.105588926521792
Hungary,2017-05,13.126224387500324
Hungary,2017-06,13.433747893848071
Hungary,2017-07,16.10567983600479
Hungary,2017-08,26.367527991842792
Hungary,2017-09,12.116802805866184
Hungary,2017-10,20.95697406007588
Hungary,2017-11,24.552221129365407
Hungary,2017-12,20.62894937604618
Hungary,2018-01,14.084763386745111
Hungary,2018-02,12.720053563309655
Hungary,2018-03,18.354069350536424
Hungary,2018-04,11.812235737371859
Hungary,2018-05,15.107051938876461
Hungary,2018-06,14.082143490404631
Hungary,2018-07,9.328746450130891
Hungary,2018-08,10.41565920592733
Hungary,2018-09,15.949052431997226
Hungary,2018-10,18.384121484780096
Hungary,2018-11,16.59428903685064
Hungary,2018-12,19.31143741083721
Hungary,2019-01,23.577758826752266
Hungary,2019-02,12.310810086475792
Hungary,2019-03,13.129599576816512
